variant,mean_keypair,std_keypair,mean_sign,std_sign,mean_verify,std_verify
Dilithium2,0.031130768399890485,0.012044630495344223,0.07542654890019662,0.051882156912576693,0.030119983600008025,0.031321767293084696
Dilithium3,0.051771079600302986,0.07101939619023558,0.11919306210006084,0.07589078356977237,0.04794770010025786,0.018412821052988384
Dilithium5,0.08159035419955103,0.07694855500289292,0.15233095840029023,0.18696155164019357,0.0763719026998558,0.0324806110034604
Falcon-1024,19.145273639920198,4.886796694744312,0.43610683459010036,0.08137521546793573,0.09004245311880368,0.020874320616039832
Falcon-512,6.347714561812609,1.6764109071031081,0.2231483981031488,0.05624677634305651,0.04826939272134041,0.016873009329057147
Falcon-padded-1024,19.09512650701108,4.847001390754582,0.4318562737120374,0.08242433990326246,0.09043564698804403,0.02559818801976297
Falcon-padded-512,6.349315921234302,1.69064506007099,0.22104831220640336,0.052199950530293575,0.04713473699230235,0.011707174174874456
MAYO-2,0.029031123867753195,0.015083782021142309,0.07157590851638815,0.0224047664362186,0.016830897111867672,0.006422742357630073
MAYO-3,0.05038637317993562,0.014836905185683388,0.19892683772304737,0.03932009789513959,0.059415774418084766,0.020571906811962238
MAYO-5,0.1118827531918214,0.032634096271856324,0.38919050589502147,0.15030648300588528,0.1175803548143449,0.06876375037292701
ML-DSA-44,0.055195094399931574,0.39188019549563013,0.1344985243998565,0.64296678267144,0.055151130999814765,0.4194954509713569
ML-DSA-65,0.05770245769982694,0.04489350959997337,0.13545904610007256,0.13570948741697353,0.05414847860021723,0.04232574269098644
ML-DSA-87,0.07890047079995952,0.02509948730349766,0.14866225380030756,0.11077752517014203,0.07631499790048224,0.07776447317618915
P-256,0.01861725729286263,0.044103972603284615,0.039518560511714894,0.052385189759030636,0.07768596409223391,0.019684211911025373
P-384,0.13725203080757636,0.04389744859024558,0.2248002562148031,0.07139519218434073,0.43893395757258985,0.11595963957034981
P-521,0.13813894511367836,0.0389170368237787,0.2872753897911025,0.06900370903907588,0.49808018810581417,0.1002326045059933
SPHINCS+-SHA2-128f-simple,0.3404204378957729,0.07108652149490922,7.819129389303635,1.1650484096286386,0.6273743854062559,0.15246048491551273
SPHINCS+-SHA2-128s-simple,21.275075233299365,3.9118572503780853,161.1295854069015,19.547025157905214,0.27243731799954957,0.12205244806868185
SPHINCS+-SHA2-192f-simple,0.5052457379037151,0.1375430439649136,13.418903173003127,1.7025303457824417,0.9630683653962478,0.21845731149676523
SPHINCS+-SHA2-192s-simple,30.64213464910331,3.303862346472434,295.6682926523988,13.306482070324364,0.4305195899973569,0.07852317346350732
SPHINCS+-SHA2-256f-simple,1.3174311105032757,0.2414477100361187,27.526831585408583,2.9339707766915204,1.0027570292146266,0.2750502189343368
SPHINCS+-SHA2-256s-simple,20.824081152693452,2.4960774982289373,271.9010993892078,12.528158974194078,0.5907953462968181,0.1212636625255697
SPHINCS+-SHAKE-128f-simple,0.5797724226846185,0.1570935997880422,13.368076849723002,1.922847832937087,0.9701587299899984,0.2441620382752303
SPHINCS+-SHAKE-128s-simple,37.18835509888904,4.4878321430421995,282.161714565605,20.375682342789318,0.39274906389237,0.14265391395999205
SPHINCS+-SHAKE-192f-simple,0.860099449514746,0.1887654571566605,21.995182834087608,2.4334767762281198,1.3914976075899177,0.29316352959094044
SPHINCS+-SHAKE-192s-simple,55.09543438832498,5.792867689422981,493.93169502789175,29.675239344552864,0.5407426810952529,0.11343208617036518
SPHINCS+-SHAKE-256f-simple,2.2520294997073504,0.4977962973222291,44.87529617516266,4.536316597722006,1.4194482156923187,0.363650846261723
SPHINCS+-SHAKE-256s-simple,35.32389240158554,3.265740446476723,421.4178268556949,14.261774536772041,0.7541003185982845,0.16750771147250004
cross-rsdp-128-balanced,0.0202992176717089,0.01697069731626523,0.6745640735174675,0.1290866296581333,0.45690725650201786,0.09247034073082347
cross-rsdp-128-fast,0.019137385304566122,0.004782549493088903,0.3992632318055257,0.06049345061003023,0.24497945250259362,0.055898140151390927
cross-rsdp-128-small,0.023912447269322002,0.009491774458162086,2.479163978587894,0.37764880662990447,1.753259971085572,0.2671402696027852
cross-rsdp-192-balanced,0.03979072589172574,0.022411285811005655,1.495968046499911,0.280069728923967,1.0312788824980088,0.1574031569152832
cross-rsdp-192-fast,0.03827442129077099,0.016353093543286117,0.8969692493905314,0.12472696581403887,0.5675545993857668,0.08772520508884273
cross-rsdp-192-small,0.04311946790694492,0.021020470957426828,3.51501636070243,0.5837778414897324,2.4613466322120074,0.3393304381017932
cross-rsdp-256-balanced,0.056181260508674315,0.03456542300130272,2.4792670223934694,0.459351290510518,1.67541332308283,0.356561459215025
cross-rsdp-256-fast,0.05499832400710147,0.024169985476777452,1.5742682449930725,0.2514252695165754,0.9969044306180876,0.1915240930168345
cross-rsdp-256-small,0.058903604324223126,0.025617076172252135,4.65643637070134,0.6342107373840896,3.221393733212608,0.3947515192824172
cross-rsdpg-128-balanced,0.012404757385957055,0.005407958745944268,0.4984147876199131,0.11994957911068435,0.3086626955664542,0.06129448652136123
cross-rsdpg-128-fast,0.0118912136866129,0.0077057065589860585,0.28160328522899364,0.07724528187071635,0.1755436946867121,0.04508229104449947
cross-rsdpg-128-small,0.014662826823769137,0.007649503256449382,1.7225107126821968,0.3035800662988804,1.090219535505821,0.20279476910707403
cross-rsdpg-192-balanced,0.019887367474439088,0.018154240393996022,0.7804421129265393,0.15019818988469627,0.4790451225300785,0.1029161288246823
cross-rsdpg-192-fast,0.019710945199403796,0.012292120149559759,0.6554288646002533,0.11788644469787171,0.4087616166012594,0.10706156881883203
