variant,mean_keypair,std_keypair,mean_sign,std_sign,mean_verify,std_verify
Dilithium2,0.02597521840157242,0.0005462733825897198,0.06637054560142133,0.03872616508087523,0.02606103240241282,0.00040341730653419694
Dilithium3,0.04297568109934673,0.00078969034236815,0.10642689870148843,0.061610277856539976,0.04202833350368564,0.0006558135289596593
Dilithium5,0.06683246150021205,0.0007433452006863334,0.1294317585992985,0.06060046213869784,0.06598951959949773,0.0005090090109154127
Falcon-1024,13.135752880616929,3.189735363828103,0.29418941686562905,0.004165046966185344,0.059893728012320936,0.0014130702022757213
Falcon-512,5.8314082156750375,1.5246989833653732,0.20342918709793595,0.003187797144299263,0.04295570900139865,0.001157376307123417
Falcon-padded-1024,13.14556534400872,3.198902570081624,0.29928702350662206,0.007267546690059528,0.05896738765804912,0.0008126431134169099
Falcon-padded-512,4.383887992213568,1.0975072945855997,0.1552780412184802,0.002722297739955865,0.03183120361427427,0.0006019979405668399
MAYO-2,0.029099968503942364,0.00048359654846947436,0.06313026576935954,0.0006711345425695908,0.014231134826331981,0.00024572528395502645
MAYO-3,0.052814122100244276,0.0009174936580370911,0.18670218869701785,0.0025225139189793233,0.06736116347638017,0.0009793129166497621
MAYO-5,0.1187616275230539,0.0015803332628979995,0.3623399998021341,0.0044759539372335845,0.12625717949631507,0.0016638794904148616
ML-DSA-44,0.025960018999717248,0.0010813012116483753,0.06677534210066369,0.03906089946016189,0.026211019999368545,0.003082528230203828
ML-DSA-65,0.042785700799231566,0.0005567207371876913,0.10651272560014605,0.06120948198986655,0.04186929669997426,0.00046820153705343765
ML-DSA-87,0.06667404869949678,0.0008518085311383168,0.1291772139999921,0.06039046431803211,0.06526917850167138,0.0007537326094081654
P-256,0.01217304929984948,0.0006970664885949635,0.026037333300087083,0.0008100801029412619,0.05762782049964699,0.0008234650420828401
P-384,0.07870450590073688,0.0034439514001235244,0.12828620079947087,0.005116239659939436,0.255078503201139,0.009496694928690094
P-521,0.08578116679889262,0.0024848447025482352,0.17377431929926387,0.004521389061697915,0.30977913909914606,0.007767178464294933
SPHINCS+-SHA2-128f-simple,0.27947009159925074,0.0038234318958560226,6.4937836378989235,0.08277096704272265,0.4902530241010027,0.010968729511626684
SPHINCS+-SHA2-128s-simple,17.44824800240149,0.18452723161325787,132.5696998533019,1.2555145366052054,0.17840476259857496,0.005575130382753791
SPHINCS+-SHA2-192f-simple,0.416611846093474,0.004753104593416964,11.261534488979851,0.12714390765486133,0.7471250517013687,0.01228947946092465
SPHINCS+-SHA2-192s-simple,26.1842053407986,0.27380005605252067,253.57828185210005,1.8848193595665257,0.2973768505041335,0.006590196026786988
SPHINCS+-SHA2-256f-simple,1.0964574177085524,0.010975285558237291,23.114207880605317,0.22396346886554905,0.7578878897063988,0.012737953692021247
SPHINCS+-SHA2-256s-simple,17.440026028395916,0.1903637319412304,230.81451253089756,1.9888266479564747,0.4204347714060532,0.009000394114914682
SPHINCS+-SHAKE-128f-simple,0.5752642907045811,0.008251335152990223,13.471052351588515,0.15195130882213398,0.9422128135756793,0.023376301712038618
SPHINCS+-SHAKE-128s-simple,36.77733770520426,0.2928545053382753,278.46718582659616,1.6720168995878264,0.3475324767025086,0.01097077271968155
SPHINCS+-SHAKE-192f-simple,0.8491179888027546,0.010426571037130584,21.925979856283448,0.16754625338183202,1.3486598364841484,0.025039629659610936
SPHINCS+-SHAKE-192s-simple,53.59419122299969,0.539394421948964,483.5525666925902,1.5663745495867583,0.4871979166849997,0.011871704241884209
SPHINCS+-SHAKE-256f-simple,2.2322833753041778,0.02871875086078958,44.88238585140971,0.5617923454190618,1.3728456596170873,0.027634884647119256
SPHINCS+-SHAKE-256s-simple,35.45245169549817,0.22993437377172532,421.1621741524079,1.626151076152308,0.7044537807836605,0.015225903854051889
cross-rsdp-128-balanced,0.01464846621347533,0.0004958283238851714,0.5594408442175336,0.0048240352744581,0.39012834910317906,0.0037608534248383695
cross-rsdp-128-fast,0.01372943780188507,0.00037292453764986805,0.33684563957795033,0.0026654799013900252,0.21018850407999706,0.0018084597829228562
cross-rsdp-128-small,0.015495261401883908,0.0005445639134213122,2.05404146608671,0.01147755158069875,1.5331656382139045,0.012241063300291557
cross-rsdp-192-balanced,0.03003106590003881,0.0006663715463462676,1.2848694889140462,0.008371301365894456,0.8723321560199111,0.006052615609393949
cross-rsdp-192-fast,0.02961405880123493,0.0005939149057915347,0.7723133076931845,0.008750039560317072,0.4859197655699973,0.005642988459769381
cross-rsdp-192-small,0.029495834773479147,0.0007161877658539917,2.9561674940279774,0.02113340766999915,2.128041261513863,0.018068508490070675
cross-rsdp-256-balanced,0.0463294389857765,0.001217065849404227,2.156879516375193,0.025485817258785792,1.4414685787101917,0.016469886201850595
cross-rsdp-256-fast,0.04595222819370974,0.0009216693930226837,1.370121646592088,0.011974521738809784,0.841403370496846,0.007598789081333553
cross-rsdp-256-small,0.04399666500466992,0.0011839438563235772,3.9742870203936036,0.04092615998702504,2.8402468797026814,0.03091523988535226
cross-rsdpg-128-balanced,0.008123992096079747,0.0002977414915550371,0.4131358202059346,0.004350195677385571,0.25944597189154595,0.0028459453964396874
cross-rsdpg-128-fast,0.008096865878178506,0.00040573186957357964,0.23357252182431693,0.0027362323691041556,0.1455993187813874,0.0017005664868896206
cross-rsdpg-128-small,0.00863490697265661,0.0004955340944850763,1.4237121498037595,0.013310370211133063,0.9093666651100648,0.008599747403972591
cross-rsdpg-192-balanced,0.01413077779870946,0.0005415591370901768,0.6502024127905315,0.007675218822341065,0.4003547070049535,0.004806148559112978
