variant,verify
Falcon-1024,10.169254937270521
Falcon-1024,10.625721496016764
Falcon-1024,9.912782541025734
Falcon-1024,10.343744475110457
Falcon-1024,10.22859340530501
Falcon-1024,10.4831303908486
Falcon-1024,10.425736286321177
Falcon-1024,10.360446700057258
Falcon-1024,10.418209771809106
Falcon-1024,10.25530289648992
Falcon-1024,9.964777074593234
Falcon-1024,10.623852456052346
Falcon-1024,10.350652099035129
Falcon-1024,9.953367389128173
Falcon-1024,10.417518789458205
Falcon-1024,10.15994433799417
Falcon-1024,10.366914738746178
Falcon-1024,10.133854201754543
Falcon-1024,10.406605785469358
Falcon-1024,10.186442808091414
Falcon-1024,10.216166805647546
Falcon-1024,9.888296352541651
Falcon-1024,10.398213902028012
Falcon-1024,10.65564663424151
Falcon-1024,10.060776659658355
Falcon-1024,10.34628365473771
Falcon-1024,10.495411535905225
Falcon-1024,9.939213401001552
Falcon-1024,10.302111554688826
Falcon-1024,10.224816674754782
Falcon-1024,10.08850673032871
Falcon-1024,10.437074752379985
Falcon-1024,10.509231653985005
Falcon-1024,10.095316063350271
Falcon-1024,10.527451749226724
Falcon-1024,10.530655357754364
Falcon-1024,10.102653816798638
Falcon-1024,10.44422151249543
Falcon-1024,9.805716339327974
Falcon-1024,10.37972818982464
Falcon-1024,10.54212365763427
Falcon-1024,10.355942070213352
Falcon-1024,10.472261191563822
Falcon-1024,10.247060173618527
Falcon-1024,10.346792920562446
Falcon-1024,10.331403100901905
Falcon-1024,10.401697129816743
Falcon-1024,10.470328442880959
Falcon-1024,10.597615009734168
Falcon-1024,10.26497386876213
Falcon-1024,10.15563549579052
Falcon-1024,10.547343123164135
Falcon-1024,10.467272009572767
Falcon-1024,10.07677583201305
Falcon-1024,10.085848698291484
Falcon-1024,10.477100842100125
Falcon-1024,10.142337782706917
Falcon-1024,10.298655988923246
Falcon-1024,10.34856258371844
Falcon-1024,10.380623208485952
Falcon-1024,10.516472424336222
Falcon-1024,10.192137347734814
Falcon-1024,10.32925204429444
Falcon-1024,9.9816429011385
Falcon-1024,10.57279204527247
Falcon-1024,10.309882751663755
Falcon-1024,10.308586796455254
Falcon-1024,10.407883386896842
Falcon-1024,10.335194231583014
Falcon-1024,10.581555939904348
Falcon-1024,10.245068223441699
Falcon-1024,10.381898043972024
Falcon-1024,10.126624626131797
Falcon-1024,10.645987003344876
Falcon-1024,10.248821283373347
Falcon-1024,9.88591832161649
Falcon-1024,10.591069910204784
Falcon-1024,9.969852858643979
Falcon-1024,9.79282152177047
Falcon-1024,10.44024821270693
Falcon-1024,10.236149890616195
Falcon-1024,10.009386464559231
Falcon-1024,10.27865169794095
Falcon-1024,10.61085979610319
Falcon-1024,10.230306000732897
Falcon-1024,10.112728473428607
Falcon-1024,9.846555134950597
Falcon-1024,9.947096917807007
Falcon-1024,10.313176505176997
Falcon-1024,10.300244693813116
Falcon-1024,10.28682133211362
Falcon-1024,10.490621770048103
Falcon-1024,10.146208051088479
Falcon-1024,9.741524340986997
Falcon-1024,10.128212814727197
Falcon-1024,10.475479356845529
Falcon-1024,10.104805977734507
Falcon-1024,9.905150418872317
Falcon-1024,10.251235451647602
Falcon-1024,10.281676693341373
Falcon-1024,10.511126045191903
Falcon-1024,10.415668460578518
Falcon-1024,10.265047676024947
Falcon-1024,10.415950490174207
Falcon-1024,10.402183485985042
Falcon-1024,10.214927165086763
Falcon-1024,10.325464962974495
Falcon-1024,9.96935040132951
Falcon-1024,10.19701917439668
Falcon-1024,10.142799124018003
Falcon-1024,10.161646322232116
Falcon-1024,10.32572134863471
Falcon-1024,10.547901972245254
Falcon-1024,10.27418520960524
Falcon-1024,10.847154639626549
Falcon-1024,10.210583446333018
Falcon-1024,10.45202829899899
Falcon-1024,10.123219973190002
Falcon-1024,10.204147809431767
Falcon-1024,9.99460808571544
Falcon-1024,10.280268376191142
Falcon-1024,10.103045614442824
Falcon-1024,10.268208779105553
Falcon-1024,10.573905960019424
Falcon-1024,10.306368515432343
Falcon-1024,10.268360950730262
Falcon-1024,10.402881396493015
Falcon-1024,10.301081440729213
Falcon-1024,10.115073377823016
Falcon-1024,10.452471118157982
Falcon-1024,10.602697266193031
Falcon-1024,10.20825891721497
Falcon-1024,10.154102244656725
Falcon-1024,10.003519939274165
Falcon-1024,10.439266367450498
Falcon-1024,10.39670318723961
Falcon-1024,10.523305628172368
Falcon-1024,9.813658181528055
Falcon-1024,10.515094821555964
Falcon-1024,10.254689590134333
Falcon-1024,9.828817486825843
Falcon-1024,10.014786657509013
Falcon-1024,10.4179260755435
Falcon-1024,10.21706656267811
Falcon-1024,10.693287675191465
Falcon-1024,10.540195781936326
Falcon-1024,10.476238370912341
Falcon-1024,10.335716535258975
Falcon-1024,10.305832749896439
Falcon-1024,10.066001757500658
Falcon-1024,9.994276206525624
Falcon-1024,10.324511370427311
Falcon-1024,10.012336525785658
Falcon-1024,10.269062773427738
Falcon-1024,10.153877931274984
Falcon-1024,10.274436991470989
Falcon-1024,10.313860313185888
Falcon-1024,10.260005010507113
Falcon-1024,10.35572339288295
Falcon-1024,10.313469124766135
Falcon-1024,10.017312267615205
Falcon-1024,10.368402333218175
Falcon-1024,10.267513393162162
Falcon-1024,10.063427627995827
Falcon-1024,10.670078656829812
Falcon-1024,10.10884704619998
Falcon-1024,9.987277047154247
Falcon-1024,10.348541236817477
Falcon-1024,10.365510536513998
Falcon-1024,10.25428246333245
Falcon-1024,10.141413028859818
Falcon-1024,10.38736524216845
Falcon-1024,10.254405114599894
Falcon-1024,10.21747694972887
