variant,mean_keypair,std_keypair,mean_sign,std_sign,mean_verify,std_verify
SPHINCS+-SHAKE-192s-simple,45.586022686958316,0.04499301486734719,409.2684769630432,0.16253389674521554,0.4234325408935547,0.009059832518108445
SPHINCS+-SHAKE-256f-simple,1.8752440690994263,0.006045182222285403,37.60967390537262,0.03393118633399692,1.1624678373336792,0.017931545764015802
SPHINCS+-SHAKE-256s-simple,29.821616578102113,0.027819023944505333,354.80518078804016,0.11921387353706064,0.6050425291061401,0.01241752466624329
cross-rsdp-128-balanced,0.017075729370117188,0.0005990353338776261,0.5719005346298218,0.003758449117957253,0.3882782220840454,0.0028977121245799325
cross-rsdp-128-fast,0.0167313814163208,0.00032641020192739377,0.3453498601913452,0.0017300855387486485,0.21862452030181884,0.0019060725793814744
cross-rsdp-128-small,0.017219853401184083,0.0008646825988395852,2.1095480918884277,0.007005325910630166,1.5298694849014283,0.005978020407329966
cross-rsdp-192-balanced,0.03546600341796875,0.0006293152979407038,1.294645094871521,0.005170809725164158,0.8505354404449463,0.004458113690155801
cross-rsdp-192-fast,0.03231301307678223,0.00048316537293452395,0.802901029586792,0.002788088456728672,0.47675209045410155,0.0022300033165936397
cross-rsdp-192-small,0.03531680107116699,0.0009438130852534252,3.07326078414917,0.008380410180034471,2.0153980255126953,0.006965647969681849
cross-rsdp-256-balanced,0.04905459880828857,0.0010489411094076475,2.121996355056763,0.00729942708500686,1.4788952112197875,0.006600073318819284
cross-rsdp-256-fast,0.04844341278076172,0.0008816144711461542,1.34110848903656,0.005978300567559808,0.8758808135986328,0.005138165300585895
cross-rsdp-256-small,0.04883933067321777,0.0006411338534861467,3.9655887365341185,0.008207618075523237,2.8325735092163087,0.007951670377199389
cross-rsdpg-128-balanced,0.011073017120361328,0.0005067430158782435,0.43872177600860596,0.0035766033012152817,0.273142409324646,0.0027700673635036232
cross-rsdpg-128-fast,0.010590291023254395,0.000338992734367786,0.24844837188720703,0.002275196441526551,0.1514643669128418,0.0020663202997219573
cross-rsdpg-128-small,0.011481285095214844,0.00040726721388475453,1.4987100839614869,0.0048322493303324535,0.9800814390182495,0.0044347615520866435
cross-rsdpg-192-balanced,0.019556164741516113,0.0005283428243436018,0.6581563711166382,0.0033225710577940407,0.4244234561920166,0.002494141217109142
cross-rsdpg-192-fast,0.019484400749206543,0.0004989780049470983,0.5558599948883056,0.003531728504012613,0.35888190269470216,0.002929523134030769
cross-rsdpg-192-small,0.01982283592224121,0.0004388644186655942,2.360737991333008,0.006642649160231472,1.5184081077575684,0.0063463925186142585
cross-rsdpg-256-balanced,0.02611842155456543,0.0005229862049842554,1.0800394773483277,0.0041271672787669,0.6571308851242066,0.0033118088852971033
cross-rsdpg-256-fast,0.025680971145629884,0.0008154772637416373,0.9403822422027588,0.0042576838311921715,0.5879053354263306,0.0036395906090704758
cross-rsdpg-256-small,0.024001264572143556,0.000775444539877999,3.100439190864563,0.008540566763631177,1.7436501264572144,0.006459136127085264
