variant,mean_verify,std_verify
Dilithium2,4.07127710304876,0.09846515940748927
Dilithium3,6.466763417031611,0.12492410252396724
Dilithium5,10.313028825364347,0.1967567672514362
Falcon-1024,12.164988186384143,0.22990978773415538
Falcon-512,6.513671300401746,0.12644346586731442
Falcon-padded-1024,12.220218825730148,0.22867755677805734
Falcon-padded-512,6.359811569809328,0.12017166319895782
MAYO-2,2.2723219464366,0.04441789436126141
MAYO-3,8.027606350870805,0.158882823407946
MAYO-5,15.85781028690089,0.3303909875268488
ML-DSA-44,7.432121776448337,0.8646743599033867
ML-DSA-65,7.311608932205211,0.16125325664143236
ML-DSA-87,10.303142434698556,0.2498421760231195
P-256,10.484183766330325,0.19499906829277341
P-384,59.23168065192527,1.1283092926259262
P-521,67.24560823646608,1.3221442351657406
SPHINCS+-SHA2-128f-simple,84.71563332813253,1.6135579460321612
SPHINCS+-SHA2-128s-simple,36.76549844080492,0.7292396007565096
SPHINCS+-SHA2-192f-simple,129.9922430351402,2.5516310213856084
SPHINCS+-SHA2-192s-simple,58.18543632909535,1.0316506957733917
SPHINCS+-SHA2-256f-simple,135.30921715307304,2.452455968954102
SPHINCS+-SHA2-256s-simple,79.71367451287058,1.4924077279863055
SPHINCS+-SHAKE-128f-simple,130.91837665122375,2.57703298175175
SPHINCS+-SHAKE-128s-simple,53.05635161859141,1.0364888323160837
SPHINCS+-SHAKE-192f-simple,187.84048391476026,3.6456025929336873
SPHINCS+-SHAKE-192s-simple,72.94286519280546,1.3901142234930581
SPHINCS+-SHAKE-256f-simple,191.58439697675257,3.6163096130114303
SPHINCS+-SHAKE-256s-simple,101.765055936964,1.9858786320867863
cross-rsdp-128-balanced,61.69124608112627,1.1745464876304659
cross-rsdp-128-fast,33.07281416995023,0.6522614882610129
cross-rsdp-128-small,236.72250141714494,4.451382642702253
cross-rsdp-192-balanced,139.122726934399,2.704641484117005
cross-rsdp-192-fast,76.57643718675773,1.5015350296911814
cross-rsdp-192-small,332.4187364670393,6.149719354770397
cross-rsdp-256-balanced,226.1273285192834,4.317553332092544
cross-rsdp-256-fast,134.71746216228019,2.4253937092984312
cross-rsdp-256-small,435.41898606037387,8.293828121884967
cross-rsdpg-128-balanced,41.677280495487935,0.8295191284401117
cross-rsdpg-128-fast,23.687075053110057,0.44344821186484323
cross-rsdpg-128-small,147.0983870802944,2.7316386251206346
cross-rsdpg-192-balanced,64.71092628349265,1.24605650765601
cross-rsdpg-192-fast,55.208562386963756,1.0458634340548392
cross-rsdpg-192-small,235.42658441716608,4.426191922027444
cross-rsdpg-256-balanced,104.83680174271765,2.044946391027684
cross-rsdpg-256-fast,88.27304243522356,1.7122621893320324
cross-rsdpg-256-small,277.7173681660777,5.1505857425949575
