variant,mean_verify,std_verify
Dilithium2,4.069281379501368,0.09303951247903726
Dilithium3,6.477692265057651,0.129335376747036
Dilithium5,10.316219336362202,0.20521028972696945
Falcon-1024,12.163314472012468,0.23174103317801015
Falcon-512,6.51595371744973,0.12514187625459333
Falcon-padded-1024,12.207580366057279,0.24190002670532312
Falcon-padded-512,6.36187771645154,0.12342778901530453
MAYO-2,2.2715779499711792,0.04319818318220148
MAYO-3,8.016233544490335,0.1628170427007188
MAYO-5,15.878417349751427,0.33838523591854625
ML-DSA-44,7.4579910358814665,0.86014212044702
ML-DSA-65,7.3167976072191205,0.16532784925482097
ML-DSA-87,10.311403504104344,0.24608784690750932
P-256,10.484909845183473,0.2005658797580377
P-384,59.281338626039194,1.1156915446276694
P-521,67.22752953841263,1.286255273035685
SPHINCS+-SHA2-128f-simple,84.77053387341684,1.587709931143909
SPHINCS+-SHA2-128s-simple,36.75817401091734,0.7364493812841122
SPHINCS+-SHA2-192f-simple,130.02515663350994,2.473803792803804
SPHINCS+-SHA2-192s-simple,58.125564221661996,1.1020001140344027
SPHINCS+-SHA2-256f-simple,135.46095629828577,2.6676669930474066
SPHINCS+-SHA2-256s-simple,79.6974970268851,1.4680558486480437
SPHINCS+-SHAKE-128f-simple,130.95923343903058,2.4809065391700904
SPHINCS+-SHAKE-128s-simple,52.993435749628986,1.0162419702158103
SPHINCS+-SHAKE-192f-simple,187.7534477377941,3.71988850293674
SPHINCS+-SHAKE-192s-simple,73.04135813153927,1.4157092001244296
SPHINCS+-SHAKE-256f-simple,191.55499859796285,3.688170537926148
SPHINCS+-SHAKE-256s-simple,101.75173470560794,1.9017511198973718
cross-rsdp-128-balanced,61.60079481732923,1.1926421913389458
cross-rsdp-128-fast,33.07384506325916,0.6176995104744196
cross-rsdp-128-small,236.9740001977714,4.482269621330972
cross-rsdp-192-balanced,139.2448108662987,2.6133308842371243
cross-rsdp-192-fast,76.6722881327092,1.4056278576671715
cross-rsdp-192-small,332.0052191812911,6.350097928071564
cross-rsdp-256-balanced,226.0988917406953,4.348675682803699
cross-rsdp-256-fast,134.65721001818963,2.5732949327590036
cross-rsdp-256-small,435.2360757888023,7.994912444462099
cross-rsdpg-128-balanced,41.66007346679164,0.8255838095044894
cross-rsdpg-128-fast,23.67343589419341,0.43517931788742864
cross-rsdpg-128-small,147.18856541677104,2.8560941524098338
cross-rsdpg-192-balanced,64.72487154715289,1.2231999356482386
cross-rsdpg-192-fast,55.19329796469619,1.065435596570495
cross-rsdpg-192-small,235.58741429815515,4.46723905255989
cross-rsdpg-256-balanced,104.73491639781183,1.923158901758559
cross-rsdpg-256-fast,88.33927222701892,1.6433899177655051
cross-rsdpg-256-small,277.856573166992,5.346819648349106
