variant,mean_verify,std_verify
Dilithium2,2.990084150742989,0.06421275665135247
Dilithium3,4.4756700303325685,0.09696458878379136
Dilithium5,7.12510926060688,0.16085127312207873
Falcon-1024,7.4954875580294456,0.16515598713545798
Falcon-512,3.9071964162654154,0.0850344769856989
Falcon-padded-1024,7.4571309169515825,0.16122293711354035
Falcon-padded-512,3.889729704826417,0.08641532189410273
MAYO-2,4.597772274411761,0.09901077642194288
MAYO-3,22.925831956133003,0.5199746849766674
MAYO-5,50.09743046942595,1.063501932234376
ML-DSA-44,7.643375462437347,0.1891440237792116
ML-DSA-65,11.856394640215631,0.25197380203170044
ML-DSA-87,18.930009440494356,0.4066702696429241
P-256,10.636398043627622,0.2314246101701462
P-384,106.65339934522822,3.21916072992429
P-521,127.38328001766736,3.030138836063402
SPHINCS+-SHA2-128f-simple,117.79609797160971,2.5778801610014233
SPHINCS+-SHA2-128s-simple,41.29795120401688,0.8871102936756157
SPHINCS+-SHA2-192f-simple,183.01621873334034,4.170304167901157
SPHINCS+-SHA2-192s-simple,69.07448907567267,1.4733652565085007
SPHINCS+-SHA2-256f-simple,189.00209752243157,4.048107172021444
SPHINCS+-SHA2-256s-simple,97.99953342590453,2.0323235230696293
SPHINCS+-SHAKE-128f-simple,212.38609352054226,4.826322090933415
SPHINCS+-SHAKE-128s-simple,73.333394765275,1.5609287164431493
SPHINCS+-SHAKE-192f-simple,316.00896476486923,7.100397298778478
SPHINCS+-SHAKE-192s-simple,108.75917226413956,2.37821701893077
SPHINCS+-SHAKE-256f-simple,325.53573588074056,7.085008540821973
SPHINCS+-SHAKE-256s-simple,160.89607616106457,3.4468150294722175
cross-rsdp-128-balanced,62.265170792853205,1.3337283693794422
cross-rsdp-128-fast,35.30798643518036,0.7348954783532148
cross-rsdp-128-small,233.4573449929072,5.025709865241486
cross-rsdp-192-balanced,134.942260531206,2.9136933009076595
cross-rsdp-192-fast,81.41347895806098,1.7308472174153438
cross-rsdp-192-small,313.4210933304743,6.971739243868361
cross-rsdp-256-balanced,225.5634242499907,4.835334737089477
cross-rsdp-256-fast,155.47249567736753,3.496661173286803
cross-rsdp-256-small,412.621048833326,8.932471083203808
cross-rsdpg-128-balanced,45.568770375041424,0.9676871080222523
cross-rsdpg-128-fast,25.408445339128217,0.5489567147781144
cross-rsdpg-128-small,158.1545812679682,3.3899337426394744
cross-rsdpg-192-balanced,63.77903918778071,1.3257293924477809
cross-rsdpg-192-fast,50.42737029387304,1.1186651997533075
cross-rsdpg-192-small,240.86048747988238,5.191314007170807
cross-rsdpg-256-balanced,110.24041909058612,2.3145257777155948
cross-rsdpg-256-fast,88.25627310471432,1.8799532352022594
cross-rsdpg-256-small,300.88191033486027,6.603488457537645
